EquType,Words
压力容器,位于 我市 仰天 岗 大道北 新 生态 花园 旁 店面 厨房 发生 煤气罐 着火 事故 市 消防支队 平安 路 中队 接到 报警 立即 赶赴现场 救援 消防员 到达 现场 立即 疏散 附近 群众 进店 发现 厨房 煤气罐 正在 猛烈 燃烧 煤气罐 阀门 已经 损坏 无法 关闭 情况 十分 危急 消防员 不顾 安危 提起 吐 熊熊 火舌 煤气罐 冲出 厨房 安置 室外 空旷 场地 持续 水 降温 确保 气体 燃烧 殆尽 安全隐患 返回
电梯,近日 江西 万年县 消防大队 超市 对电 扶梯 进行 破 拆 成功 救助 卡 电梯 小孩 家长 一定 多加 留意 儿童 安全
起重机械,山西 襄汾 景毛乡 南 小张 村 门楼 按计划 进行 拆除 这座 门楼 年久失修 已经 岌岌可危 村民 进出 过往 危险 避免 动静 太 惊扰 村民 保护 路面 放弃 装载机 推倒 方式 吊车 门楼 进行 拆除 门楼 摇摇晃晃 倒下 吊车 跟着 摇晃 向侧面 倒 吊车 下正 站 一位 黑衣 男子 看到 吊车 摇晃 男子 迅速 远处 跑步 躲开 逃过一劫 吊车 倾倒 是因为 停放 平坦 底盘 不稳 门楼 沉重 惯性 倾倒 拽 倒 吊车 事故 人员伤亡
压力容器,年月日 一辆 满载 液化气 重型 半挂 牵引车 陕西省 汉中市 四川省 南充市 方向 行驶 当车 行至 四川省 南江县 境内 线 公里 处时 车辆 发生 侧翻 造成 车 乘员 轻伤 车辆 部分 受损 交通事故
起重机械,五点四 十分 南部县 满福坝 文旅 新城 安置 还房 工程 二期工程 栋 工地 一台 塔吊 施工 作业 时 转运 木板 突然 掉落 砸 中 下方 一位 岁 木工 工人 事故 发生 工地 拨打 急救 电话 医护人员 赶到 时 工人 已经 身亡
压力容器,年月日 早上 孝义市 公安局 交警大队 西辛庄 中队 接到 指令 温大线 公里 处 一辆 油罐车 行驶 半挂车 相撞 油罐车 受损 严重 已经 燃油 泄漏 接到 报警 后西 辛庄 中队 民警 立即 启动 危险品 运输 车辆 交通事故 应急 预案 接警 民警 火速 赶赴现场 小时 紧急 救援 孝义市 公安局 交警大队 西辛庄 事故 处置 民警 井然有序 分工 明确 道路交通 安全隐患 得到 及时 有效 控制 事故 得到 圆满 处置
压力容器,今日 凌晨 点 德州 宁津 杜 集镇 境内 发生 交通事故 消息人士 事故 一辆 拉煤 货车 追尾 一辆 油罐车 两辆车 先后 起火燃烧 伴有 爆炸声 目前 火 已经 扑灭 尚未 收到 伤亡 情况 报告
电梯,网友 爆料 济南 西 中建 锦绣 城 三期 南区 业主 喜迎 交房 没过 一周 号楼 一部 电梯 发生 事故 多位 业主 被困 孕妇 报警 按钮 形同虚设 长 达 分钟 物业 没来 业主 无奈 拨打 获救 孕妇 被拉去 医院 检查
压力容器,昨天上午 时 许扬 溧 高速 发生 交通事故 一辆 槽罐车 途经 汊 河 枢纽 时 发生 侧翻 导致 一人 死亡 事故 原因 现场 驾驶员 表示 车速 快 所致 槽罐车 自重 比较 重 弯道 时 离心力 较大 车速 快 容易 导致 车辆 失控
压力容器,微博中 红宝 路 日式 料理店 中 发生 煤气罐 爆炸 事故 消防人员 接警 迅速 出动 图片 中 消防人员 正在 紧张 救援 截止 目前 火势 扑灭 事故 中 造成 人员 受伤 送往 医院 救治
压力容器,凌晨时分 泉州 南安 眉山 乡 茶场 厂房 发生 火灾 人员 被困 厂房 堆放 大量 茶叶 制茶 用具 瓶 煤气罐 部分 出现 漏气 情况 十分 紧急 南安 眉山 消防 中队 消防员 立即 展开 搜索 进入 厂房 漏气 煤气罐 转移 半小时 奋力 扑救 大火 扑灭 目前 火灾 原因 尚 调查 无线 泉州 秒 拍 视频 窗口
压力容器,新开业 麻辣烫 店 没 正式 纳客 屋里 三名 女子 突然 莫名 晕倒 事后 调查 发现 原来 一氧化碳 中毒 调查 发现 麻辣烫 店内 着火 漏电 液化气罐 民警 找到 麻辣烫 店 提供 液化气 厂家 厂家 拿来 相关 资质 证明 厂家 资质 问题 麻辣烫 店 提供 一罐 液化气 初步 猜测 液化气 泄漏 导致 一氧化碳 中毒 燃气公司 不愿 透露 姓名 人士 告诉 记者 当时 液化气罐 阀门 拧紧 导致 液化气 泄漏 屋内 通风 畅 导致 液化气 燃烧 产生 一氧化碳
电梯,济南 高新区 涵玉翠岭 小区 工作人员 工作失误 导致 电缆 联电 小区 断电 断水 区内 备用 线路 应急 电源 电梯 瘫痪 业主 被关 电梯 楼道 车库 漆黑一片 终于 来电 没 高兴 多长时间 区内 突然 停水 毫无准备 业主 一点 存水 洗澡 洗 一半 只能 自认倒霉 业主 反映 水务 集团 及时 赶到 发现 问题 小区 泵房 加压 设备 出现 故障 物业 出面 解决问题 目前 已经 小时 无水 小区 加压 设备 维修 想 问问 物业 小区 物业 一家独大 整个 小区 现在 消防安全 业主 人身安全 存在 隐患 物业 积极 处理 有没有 上级领导 老百姓 主持公道
压力管道,许 哲理 木路 成吉思汗 大街 路口 西北角 天然气 管道 施工 泄漏 呼市 消防 部门 接到 报警 调派 特勤 中队 出动 消防人员 进行 处置 事故 未 造成 人员 受伤
大型游乐设施,湖南 长沙 岁 女童 商场 游乐场 海洋 球 区域 玩耍 时 手 伸进 海洋 球 喷射器 中心 洞里 两根 手指 遭 严重 割伤 视频 里 孩子 爬 喷射器 没多久 两只 小脚 猛烈 踢脚 幸亏 旁边 大人 在场 看到 孩子 抱下来 没 导致 更 严重 情况 发生 孩子 割断 手指 情况 乐观 右手 中指 食指 机器 割伤 骨头 外露 软组织 缺损 影响 未来 手指 正常 使用
压力容器,点 湘东区 排上 镇 横 塘村 站 山组 一户 发生 液化气罐 爆炸 事故 造成 两人 受伤
压力容器,河池市 消防支队 指挥 中心 接到 报警 位于 南丹县 城关镇 居民楼 一楼 发生 火灾 人员 被困 接到 报警 指挥 中心 调派 南丹 消防 中队 出动 灭火 编队 辆 消防车 名 消防员 前往 扑救 南丹 消防 中队 到达 现场 发现 一楼 房间 里 起火 窗口 不断 出 火苗 救援 人员 靠近 仔细观察 发现 煤气罐 泄露 起火 喷出 大火 引燃 周围 可燃物 火势 不断扩大 趋势 及时 有效 处置 将会 影响 整栋 楼 居民 安全 消防 指挥员 安保 负责人 了解 得知 消防队员 未 到场 之前 已经 救出 一人 生命危险
压力容器,今天上午 砀山 南关 早点 摊子 起火 现场 火 光闪闪 浓烟滚滚 消防官兵 及时 赶到 火 扑灭 现场 网友 表示 接警 消防员 立即 赶赴 现场 赶到 现场 一边 疏散 周围 群众 一边 冒险 进屋 煤气罐 火 扑灭 用水 打湿 抹布 煤气罐 拎 用水 煤气罐 进行 降温 及时 消除 火灾 隐患
电梯,点分 江汉区 公安分局 江汉路 警务 站接 报警 辖区 世纪 江尚 小区 电梯 有人 被困 受伤 正在 民生路 巡逻 民警 王刚 辅警 张凯 夏胜威 立即 赶赴现场 小区 栋 负 一楼 电梯 口 民警 电筒 照射 电梯 井内 发现 井底 躺 受伤 男子 无法 动弹 经向 小区 物业 保安 了解 伤者 电梯 维修工 维修 过程 中 轿厢 突然 下坠 压伤 被困 井底 小时 救援 伤者 成功 吊出 电梯 井 医护人员 现场 伤者 进行 检查和 急救 目前 伤者 已送 医院 进一步 救治 暂无 生命危险
起重机械,网友 爆料 今天 点 南部县 火峰 乡 施工 工地 发生 意外事故 塔吊 进行 木材 吊装 作业 时 木材 突然 掉落 下方 一岁 男子 砸 中该 男子 不幸 死亡 具体 事故 原因 请以 相关 单位 调查 为准
电梯,电梯 故障 两人 被困 电梯 半个 小时 接 报警 求助 派出所 民警 消防队员 紧急 赶到 现场 展开 施救 成功 困 电梯 两人 救出 安全 脱困 避免 意外 情况 发生
电梯,监控 画面 显示 凌晨 点分 一位 男士 一楼 进入 电梯 秒 电梯 到达 层 电梯门 无法 打开 思茅 区 城北 派出所 接到 报警 值班 民警 迅速 赶到 思茅 区 石龙 路 附近 男子 被困 小区 楼 隔 电梯门 民警 男子 妻子 不断 安抚 情绪 一个多 小时 民警 电梯 维修 人员 共同努力 最终 电梯门 打开 顺利 解救 出 这名 男子
压力容器,昨天晚上 七点 半左右 邗江区 槐泗 镇政府 旁 民房 起火 发生 液化气 瓶 爆炸 事故 造成 数间 民房 毁 人员伤亡 消防队员 到场 发现 后院 四间 房屋 起火 房屋 顶部 坍塌 现场 勘查 发现 屋内 煤气罐 已经 发生爆炸 人员伤亡 小时 消防队员 火势 控制 住 确认 继续 蔓延 集中力量 扑灭 残火
压力容器,今早 武汉市 汉阳区 拦江路 居民 家 发生爆炸 记者 武汉 消防 初步 了解 煤气罐 爆炸 人员伤亡 详情 调查 中
起重机械,四川 达州 建筑工地 塔吊 发生 塔吊 倒塌 事故 伤亡人数 暂未 公布 具体 事故 原因 调查 中以 官方 公布 为准 更 信
压力容器,固镇县 刘集 派出所 接 群众 报警 刘 集镇 杨湖村 曹 明堂 家 煤气罐 着火 接警 刘集 派出所 值班 民警 迅速 赶赴现场 到达 现场 民警 紧急 疏散 周围 居民 着火 现场 民警 发现 老人 厨房 呲 呲 作响 煤气罐 端正 燃起 熊熊 火苗 火势 呈 蔓延 状态 见此 情景 民警 先拿湿 毛巾 进屋 查看 煤气罐 火情 房内 布局 情况 查看 正在 喷火 煤气罐 放在 厨房 南墙 旁边 引燃 厨房用具 湿 毛巾 无法 盖住 火焰 煤气罐 已经 燃烧 多分钟 爆炸 危险 民警 毫不犹豫 找 一块 湿 毛毯 二度 进屋 控制 火情 现场 处置 人员 通力 配合 着火 煤气罐 阀门 关停 煤气罐 转移 出 屋外 安全 处 泼水 降温
电梯,昨晚 点 半左右 响水 开发区 玲珑 居 小区 号楼 电梯 再次出现 故障 业主 被困 电梯 电梯 紧急 报警 电话 无人问津 打电话 物业 无人 接听 业主 只能 求助 报警 维修 人员 前去 修理
电梯,中午 点 半左右 信德 时代广场 小区 全面 停电 原因 不明 物业 了解 情况 物业 已经 通知 供电 部门 进行 抢修 电梯 停电 被困 人员 解救 点 供电 部门 恢复 附近 小区 供电 全面 恢复 信德 时代广场 公共 用电 未 及时 恢复 电梯 未 恢复 二次 供水 未 恢复
电梯,凌晨时分 许 廖先生 名 旅客 成都市 温江区 酒店 乘坐 电梯 时 被困 最终 消防人员 撬门 救出 温江区 航天 路 专职 消防队 赶到 现场 酒店 工作人员 沟通了解 人员 被困 情况 消防 救援 人员 拿来 铁 铤 撬开 缝隙 破坏 电梯门 成功 救出 名 被困 人员
压力容器,网友 爆料 常州 武进区 武 南路 高速 口 一辆 油罐车 突然 着火 现场 浓烟滚滚 路过 车辆 纷纷 避让 行驶 爆料 现场 黑烟 弥漫 传出 爆燃 声 报警 消防官兵 很快 赶到 现场 进行 处理 目前 明火 已经 灭掉 现场 消防官兵 正在 处理 后续 事宜
电梯,今天 早上 松江区 谷阳 北路 弄 号 发生 电梯 困 被困 女子 电话 报警 早上 静安区 平型关 路 弄 号 男性 居民 被困 电梯 电话 报警 求助 被困 市民 焦急 求助 时 报警 信息 已经 第一 时间 位于 上海市 质监局 市 电梯 应急 处置 公共服务 平台 接收 被困 人员 具体位置 包括 出事 电梯 生产 单位 使用 单位 维保 单位 信息 显示 大屏幕 值班人员 通知 救援 单位 前往 救援 分钟 松江 被困 女子 顺利 脱困 警报 解除 平台 这起 警情 状态 更新 结单 发生 平型关 路 小区 警情 更是 不到 一分钟 解除 证明 虚惊一场 状态 显示 结单
电梯,接到 肇庆 热心 人士 紧急 爆料 晚上 点 广东省 肇庆市 天宁 广场 听说 有人 被困 停车场 入口 电梯 里面 消防人员 接警 迅速 到达 现场 救援 被困 人员 救出 具体 事故 发生 原因 人员 受伤 情况 况 暂时 清楚
电梯,九江 开发区 消防大队 接到 报警 九江市 恒大 江湾 号 楼层 人员 被困 电梯 情况 十分 紧急
压力容器,临泉县 公安局 陶老 派出所 民警 接到 报警 陶 老乡 枣里店 行政村 前 新庄 一户 村民 家中 失火 火势 很大 请求 派出所 前去 灭火 接警 民警 迅速 驾驶 消防车 赶往 现场 电话 临泉县 应急 作战 指挥部 联系 请求 支援 失火 现场 民警 发现 村民 厨房 起火 火舌 凶猛 滚滚 浓烟 夹杂着 火焰 蹭 蹭 往上窜 民警 迅速 消防车 进行 灭火 靠近 火源 民警 发现 着火 厨房 内有 液化气罐 引燃 喷着 火苗 液化气罐 周围 火势 烘烤 通体 已经 发黑 气温 过高 液化气罐 火中 剧烈 晃动 发生爆炸 危险 县 应急 作战 指挥部 队员 赶到 及时 液化气罐 火灾现场 搬出 转移 安全 地带 避免 事故 发生 初步 断定 着火 原因 厨房 地锅 暗火 引起 原来 当天 陶 老乡 枣里 行政 村干部 工作 时 发现 前 新庄 这家 厨房 很大 烟 喊 报警 陶老 派出所 民警 应急 作战 指挥部 队员 抢救 及时 避免 更 损失 发生 更 无奈 这家 着火 村民 浑然不知 家里 发生 事 正在 陶老 街上 赶集 救援 结束 失火 房主 许某 勇才 回到 家中 知道 家 着火
场（厂）内专用机动车辆,游客 报料 称时许 深圳华侨城 欢乐谷 欢乐 干线 突发 两车 相撞 事故现场 乘客 表示 两车 是因为 系统故障 原因 导致 三号 车 四号 车 相撞 两车 乘客 约 有人 事故 造成 一人 头部 受伤 一人 腰部 受伤 送往 医院 乘客 轻伤
压力管道,菏泽市 开发区 佃户 屯 街道 高庄 村东 电力 施工 导致 天然气 管道 泄漏 明火 引起 爆燃 造成 面部 受伤 附近 房屋 辆 汽车 受损
电梯,中午 玉城 新民路 餐馆 女 员工 货梯 卡 楼 当城 站 消防 中队 救援 人员 赶赴现场 女子 救出 时 女子 生命 迹象 消防 部门 提醒 货运 电梯 安全措施 简陋 使用 过程 中 操作者 严守 操作规程 使用 前 认真 检查 有无 安全隐患 以防 发生 意外事故
起重机械,兴国县 消防大队 接到 报警 龙口 镇文院 村 一辆 吊车 发生 侧翻 一人 被困 情况 十分 紧急 接到 报警 大队 立即 前往 现场 救援 到场 发现 一辆 大型 吊车 侧翻 路边 男子 被困 驾驶室 消防员 近 两个 小时 紧张 救援 男子 成功 救出 送 救护车 目前 事故 原因 进一步 调查 江西 消防
起重机械,快讯 时 县城 工业 路东 吊车 正在 吊装 作业 时 发生 侧翻 事故 造成 路边 民房 砸 塌 沿街 电路 中断
电梯,晚点 郑州市 汉飞 金沙 国际 小区 多名 业主 反映 栋楼 电梯 停 晚上 七点 电梯 突然 停 业主 王明
压力容器,通化 爆料 刚刚 突发 宏源 市场 附近 居民楼 发生 爆炸事件 一人 受伤 参与 救人 城管 队员 煤气罐 引发
电梯,不良 开发商 万象新 天 云 公馆 坠梯 事件 济南 万象新 天 云 公馆 交房 一年 电梯 失灵 出现 坠梯 事件 从楼 坠落 层 导致 业主 受伤 腰间盘 突出 济南市 省立医院 检查 需 手术费 万 后期 治疗费 追加 济南市 立 三院 诊断 手术费 质量 费 需要 万左右 出事 半个 物业 房产 电梯公司 出面 解决 济南 都市 新闻 济南 日报 齐鲁晚报 济南 生活 日报 济南 说 济南人 济南 早 知道
电梯,险 小区 突发 断电 住户 被困 坠停 电梯 中
起重机械,目前 正在 事故 原因 做 进一步 调查 处理 中长 二维码 爆料 阆中 都市网 阆中 都市网 阆中 早 知道 始创 年 阆中 古
压力容器,中午 分 桂南 马溪村 村民 家中 发生 液化 石油气 泄漏 闪爆 事故 事故 中 造成 村民 左手 轻微 烧伤 初步 了解
起重机械,建筑业 意外 伤亡 在所难免 海伦市 发生 违规 施工 导致 人员 死亡 一件 偶发 发 开发商 政府 带来 恶劣 影响 遍观 国内 建筑 市场 发生 死亡事故 非 海伦市 莫属市
起重机械,起吊 构件 时 速度 不应 太快 高空 停留 过久 严禁 猛升 猛降 以防 构件 脱落 构件 就位 临时 固定 前 松钩 解开 吊装 索具 风雪 天霜 雾天 雨天 严禁 吊装 作业 夜间 作业 应有 照明
压力容器,日点 分 德阳 绵竹市 孝德镇 洪拱村 八组 氨水 储销 企业 车辆 卸载 氨气 时 发生 泄露 事件 事故 共 造成 身体 不适 送 医院 观察 目前 已有 接受 简单 处理 返家 人留院 观察
